1	10
1	19
1	23
1	27
1	51
1	65
1	71
1	73
1	78
1	80
1	92
1	113
1	130
1	132
1	141
1	148
1	166
1	174
1	188
1	203
1	208
1	211
1	256
1	268
1	288
1	305
1	311
1	368
1	396
1	408
1	416
1	417
1	465
1	471
1	476
1	535
1	542
1	544
1	566
1	569
1	572
1	614
1	637
1	664
1	669
1	713
1	751
1	796
2	9
2	17
2	32
2	41
2	49
2	54
2	57
2	60
2	64
2	87
2	90
2	108
2	115
2	155
2	168
2	171
2	179
2	182
2	187
2	190
2	193
2	207
2	213
2	219
2	245
2	248
2	257
2	272
2	285
2	302
2	310
2	322
2	381
2	435
2	446
2	457
2	475
2	487
2	538
2	611
2	620
2	650
2	665
2	670
2	689
2	690
2	726
2	798
3	7
3	8
3	24
3	25
3	46
3	47
3	61
3	63
3	82
3	93
3	95
3	103
3	109
3	118
3	123
3	137
3	153
3	180
3	230
3	233
3	241
3	251
3	263
3	265
3	279
3	282
3	295
3	320
3	328
3	337
3	345
3	351
3	394
3	406
3	442
3	504
3	534
3	545
3	570
3	629
3	638
3	642
3	708
3	723
3	749
3	797
4	5
4	15
4	16
4	20
4	43
4	78
4	79
4	102
4	103
4	105
4	112
4	114
4	117
4	120
4	121
4	131
4	135
4	157
4	167
4	176
4	220
4	235
4	249
4	253
4	284
4	303
4	315
4	324
4	331
4	333
4	336
4	342
4	350
4	353
4	386
4	447
4	464
4	470
4	500
4	592
4	609
4	654
4	696
4	700
4	720
4	738
5	18
5	19
5	20
5	35
5	37
5	44
5	53
5	72
5	81
5	86
5	96
5	105
5	112
5	120
5	121
5	138
5	163
5	202
5	218
5	253
5	254
5	260
5	267
5	283
5	303
5	314
5	324
5	331
5	334
5	336
5	350
5	372
5	411
5	413
5	429
5	438
5	497
5	524
5	527
5	610
5	700
5	705
6	12
6	13
6	18
6	22
6	28
6	30
6	31
6	38
6	39
6	41
6	45
6	48
6	59
6	71
6	72
6	85
6	139
6	147
6	152
6	162
6	172
6	181
6	216
6	252
6	278
6	298
6	312
6	332
6	335
6	356
6	357
6	360
6	365
6	380
6	413
6	419
6	433
6	469
6	564
6	580
6	599
6	711
6	730
7	11
7	46
7	47
7	55
7	60
7	61
7	63
7	66
7	95
7	98
7	119
7	136
7	139
7	144
7	153
7	156
7	216
7	228
7	233
7	280
7	295
7	304
7	328
7	337
7	363
7	364
7	389
7	406
7	466
7	485
7	486
7	490
7	547
7	591
7	608
7	629
7	630
7	643
7	683
7	749
7	778
7	797
8	21
8	25
8	30
8	36
8	40
8	41
8	42
8	50
8	62
8	74
8	80
8	101
8	127
8	140
8	142
8	181
8	185
8	191
8	199
8	247
8	258
8	314
8	338
8	390
8	409
8	441
8	449
8	453
8	459
8	478
8	554
8	567
8	656
8	658
8	662
8	672
8	709
8	741
8	748
8	765
9	17
9	32
9	49
9	54
9	57
9	64
9	87
9	90
9	108
9	115
9	155
9	179
9	196
9	201
9	213
9	219
9	227
9	238
9	248
9	250
9	266
9	275
9	302
9	322
9	330
9	387
9	426
9	439
9	462
9	492
9	543
9	598
9	603
9	611
9	670
9	671
9	692
9	718
9	753
9	761
10	19
10	21
10	23
10	51
10	65
10	73
10	78
10	92
10	113
10	130
10	174
10	203
10	208
10	219
10	228
10	240
10	256
10	268
10	288
10	305
10	311
10	396
10	399
10	418
10	463
10	465
10	484
10	542
10	569
10	624
10	637
10	673
10	713
10	721
10	733
10	740
10	746
10	747
10	772
11	24
11	60
11	63
11	66
11	95
11	98
11	100
11	119
11	133
11	136
11	137
11	144
11	175
11	182
11	221
11	227
11	246
11	263
11	264
11	279
11	281
11	282
11	295
11	316
11	337
11	345
11	359
11	463
11	470
11	493
11	579
11	583
11	587
11	628
11	630
11	636
11	649
11	680
11	763
12	13
12	18
12	22
12	28
12	31
12	38
12	48
12	71
12	72
12	77
12	85
12	116
12	124
12	145
12	147
12	149
12	152
12	170
12	216
12	278
12	309
12	312
12	327
12	332
12	356
12	368
12	373
12	403
12	516
12	519
12	522
12	529
12	533
12	560
12	599
12	607
12	612
12	766
12	792
13	17
13	18
13	22
13	28
13	31
13	38
13	39
13	46
13	48
13	59
13	72
13	77
13	107
13	140
13	145
13	147
13	149
13	152
13	172
13	205
13	217
13	270
13	309
13	355
13	433
13	445
13	502
13	510
13	522
13	523
13	552
13	599
13	607
13	641
13	685
13	766
13	775
14	26
14	34
14	52
14	64
14	66
14	86
14	88
14	114
14	126
14	128
14	159
14	161
14	178
14	184
14	189
14	198
14	200
14	259
14	262
14	289
14	313
14	319
14	344
14	346
14	369
14	383
14	391
14	422
